rank,product_id,group,title,sold,price,active,rating
597,56807,Прочее,Держатель игрушек для ванной комнаты,6,350.0,0,0.0
598,35438,Прочее,Развивающая игрушка - балансир Весы,6,550.0,0,5.0
599,13408,Прочее,Бубен,6,147.0,0,0.0
600,4028493,Книги и обучающие материалы,"Книжка для малышей Чуковский К, Айболит, Крокодил",5,139.0,15,0.0
601,2336173,Конструкторы,"Конструктор ""Акула"", 3 варианта сборки",5,1290.0,16,5.0
602,2330939,Конструкторы,"Конструктор для девочек ""Фургон кафе-мороженое"", блочный",5,1690.0,15,0.0
603,2213199,Пазлы,"Пазлы Животные для детей ""Забавные зверюшки"", ""Звери и профессии""",5,499.0,12,0.0
604,2200670,Настольные и карточные игры,Кто я ? Кто ты? Настольная детская игра Тарантинки,5,599.0,9,0.0
605,1528875,Настольные и карточные игры,"Настольная детская игра на логику ""Динозавры. Подземные клады""",5,1149.0,0,0.0
606,1500384,Деревянные игрушки и шнуровки,"Деревянная развивающая игра на логику ""Весёлые столбики"", методика Монтессори",5,790.0,0,0.0
607,1141961,Прочее,"Набор для творчества ""Новогодние украшения: Снеговик""",5,399.0,8,5.0
608,1030262,Настольные и карточные игры,"Лото ""Профессии"" детская развивающая игрушка",5,499.0,0,0.0
609,949875,Книги и обучающие материалы,"Игра развивающая ""Часы. Я считаю. Времена года""",5,349.0,20,5.0
610,938919,Мягкие игрушки и театр,"Кукла-перчатка ""Тигр"" ",5,255.0,0,0.0
611,938320,Настольные и карточные игры,"Игра настольная Домовой, поиграй со мной!",5,580.0,0,0.0
612,809789,Настольные и карточные игры,"Весёлый зоопарк, Игра-викторина серии ""Умная Сова"" от Bondibon",5,659.0,0,0.0
613,799230,Настольные и карточные игры,"Профессии и специальности Игра-викторина ""Умная Сова"" Bondibon",5,799.0,0,0.0
614,694190,Магнитные игры и одевашки,"Магнитные сказки ""Колобок и репка""",5,450.0,0,0.0
615,689439,Прочее,"Игрушка развивающая ""Чудо месяц"",свет, звук,проектор Play Smart",5,1350.0,0,0.0
616,684633,Конструкторы,"Конструктор Капитан AUSINI, 2 в 1, 132 детали",5,380.0,0,0.0
617,683386,"Животные, фигурки и наборы","Музыкальный коврик ""Животный мир"" с русским озвучиванием и полем для рисования",5,950.0,0,0.0
618,608858,Деревянные игрушки и шнуровки,"Деревянная развивающая игрушка Шнуровка ""Груша""",5,230.0,0,5.0
619,605530,Деревянные игрушки и шнуровки,"Конструктор деревянный ""Городок"" от Алатойс",5,690.0,0,0.0
620,537474,Прочее,Маска для плавания детская краб и акула,5,530.0,0,0.0
621,494267,Конструкторы,Конструктор Городок 27 деталей наполовину окрашенный,5,990.0,0,0.0
622,494235,Деревянные игрушки и шнуровки,Конструктор Городок 40 деталей наполовину окрашенный с деревянным ящиком в комплекте,5,1345.0,0,0.0
623,456844,Прочее,"Металлофон ""Совушка"" от Алатойс",5,680.0,0,0.0
624,456739,"Кубики, мозаика и пирамидки",Набор Кубики 12 деталей от Алатойс,5,450.0,0,5.0
625,451386,Прочее,Каталка Собачка,5,350.0,0,0.0
626,447006,Деревянные игрушки и шнуровки,"Деревянная игрушка Шнуровка ""Транспорт""",5,320.0,0,0.0
627,434764,Деревянные игрушки и шнуровки,"Деревянная игрушка - Сортер ""Домик""",5,370.0,0,5.0
628,419620,Пазлы,"Пазл Сортер деревянный для малышей - Животные: Утка, собака, медведь, лошадь""",5,412.0,14,5.0
629,367996,Настольные и карточные игры,Игра Мемори,5,550.0,0,5.0
630,367763,Деревянные игрушки и шнуровки,Шнуровка Ёжик,5,250.0,0,0.0
631,367754,Пазлы,"Пазл Карамелька ""Три кота""",5,230.0,0,0.0
632,353106,Прочее,Бизиборд Непоседа Alatoys,5,1400.0,0,0.0
633,352956,Прочее,"Лабиринт ""Дружба"" Три кота",5,440.0,0,0.0
634,352644,Деревянные игрушки и шнуровки,Деревянный сортер 20,5,558.0,0,5.0
635,348150,Прочее,"Набор для творчества Bondibon""Ёлочные украшения"" Дед Мороз",5,210.0,0,0.0
636,348032,Прочее,"Набор для творчества Bondibon""Ёлочные украшения"" Домик Снеговичка Набор для творчества Bondibon""Ёлочные украшения"" Домик Снеговичка",5,210.0,0,0.0
637,323357,Прочее,"Игры с прищепками ""Учим буквы""",5,330.0,0,0.0
638,323133,Деревянные игрушки и шнуровки,Деревянная игрушка - Сортер,5,650.0,0,5.0
639,322915,Пазлы,"Детские деревянные пазлы Алатойс ""Животные""",5,220.0,0,5.0
640,322890,Прочее,Ксилофон Кот,5,550.0,0,5.0
641,322881,Прочее,"Бизиборд ""Сказка про репку""",5,1450.0,0,0.0
642,322874,Прочее,"Бизиборд ""Развивайка""",5,1450.0,0,0.0
643,322823,Пазлы,"Деревянная игрушка - Пазл "" Фигуры "" от Alatoys",5,360.0,0,0.0
644,322535,Пазлы,"Деревянная игрушка - Пазл ""Фигуры""",5,290.0,0,0.0
645,309903,Прочее,Сортер от Alatoys,5,650.0,0,5.0
646,172680,Прочее,"3в1 Шахматы, Нарды, Шашки ,  Удачная партия от Bondibon",5,499.0,0,0.0
647,172542,Настольные и карточные игры,"""Эврика детская"" игра настольная",5,460.0,0,5.0
648,172443,Настольные и карточные игры,"Настольная обучающая игра ""Спрячь крота"" Bondibon",5,850.0,0,5.0
649,172399,Настольные и карточные игры,"Настольная семейная игра ""КРЕСТИКИ - НОЛИКИ""",5,393.0,0,5.0
650,122516,Прочее,Погремушка-прорезыватель Bondibon Baby You Цветок,5,187.0,0,0.0
651,122371,Прочее,Погремушка-прорезыватель Bondibon Baby You Пчелка,5,190.0,0,0.0
652,122353,Прочее,Погремушка Bondibon Baby You Цветочек с прорезывателями,5,190.0,0,0.0
653,116525,Прочее,"Игрушка - погремушка мягкая СОВА, 16 см",5,312.0,0,5.0
654,78784,Прочее,"Игрушка - стучалка ""Милый козлёнок""",5,580.0,0,5.0
655,50193,Деревянные игрушки и шнуровки,Часы - Будильник - Развивающая деревянная игрушка,5,380.0,0,5.0
656,45732,Прочее,"Игрушка-каталка,  Bondibon,",5,285.0,0,5.0
657,39367,Прочее,Запасливые белки - Логическая игра Bondibon,5,335.0,0,5.0
658,31882,Книги и обучающие материалы,Головоломка BONDIBON Smart Games Цветовой код (ВВ0352),5,2450.0,0,5.0
659,13772,Прочее,Набор игрушек для ванны,5,260.0,0,0.0
660,12930,Деревянные игрушки и шнуровки,"Домик - сортер, деревянный",5,760.0,0,5.0
661,12912,Деревянные игрушки и шнуровки,"Конструктор деревянный ""Creative blocks"", 40 штук",5,600.0,0,0.0
662,9863,Деревянные игрушки и шнуровки,"Шнуровка ""Мое фруктовое дерево""",5,590.0,0,5.0
663,9860,Прочее,"Игровой продуктовый набор, дерево",5,450.0,0,0.0
664,9858,Прочее,"Игровой набор ""Фрукты-овощи"" из дерева",5,600.0,0,5.0
665,2201,Деревянные игрушки и шнуровки,"Конструктор деревянный Happy Farm, 52 детали",5,650.0,0,5.0
666,2187,Прочее,Юбка для новогодней ёлки,5,250.0,0,0.0
667,1814,Прочее,"Юбка для новогодней ёлки, белая",5,390.0,0,5.0
668,3062814,Творчество и рукоделие,Блокнот / ежедневник - смешбук + раскраска антистресс А5,4,329.0,36,0.0
669,2426474,"Кубики, мозаика и пирамидки",Аквамозаика Мрачные истории,4,790.0,0,0.0
670,2384019,Настольные и карточные игры,"Настольная игра Мемо, Ребусы, Эмоции, Танцы. Набор 6 в 1",4,549.0,17,5.0
671,2336154,Конструкторы,"Конструктор для девочек ""Комната Дорис""",4,499.0,7,5.0
672,1945704,Пазлы,"Конструктор деревянный и пазл ""Город"" в комплекте",4,1484.1,8,0.0
673,1939732,"Кубики, мозаика и пирамидки","Кубики детские. Пирамидка из кубиков Транспорт, Лесные животные",4,1341.0,7,0.0
674,1624194,Книги и обучающие материалы,"Развивающая игра для малышей, на липучках, ""Юный кулинар""",4,536.4,10,0.0
675,1607147,Пазлы,"Пазлы детские ""Транспорт""",4,225.0,13,5.0
676,1606848,Прочее,"Сортер ""Стаканчики"" с пинцетом, Alatoys",4,806.4,2,0.0
677,1027264,"Животные, фигурки и наборы","Лото детское деревянное ""Веселые зверята""",4,590.0,0,0.0
678,925214,Настольные и карточные игры,"Лото для мальчиков: Транспорт, Пираты, Стройка, Космос, Корабли",4,562.5,2,5.0
679,924355,Настольные и карточные игры,Лото детское Цифры для малышей. Учимся считать,4,485.0,7,5.0
680,683730,Конструкторы,"Конструктор ""Розовая мечта"" - Фабрика звезд, 430 деталей",4,1150.0,0,0.0
681,683510,Прочее,"Музыкальный коврик ""Морские обитатели"" с русским озвучиванием и полем для рисования",4,799.0,0,0.0
682,487917,"Кубики, мозаика и пирамидки","Развивающая игрушка Пирамидка ""Счеты""",4,490.5,4,5.0
683,456906,Деревянные игрушки и шнуровки,"Деревянная игрушка - Сортер ""Овощи-фрукты""",4,699.0,2,5.0
684,456767,Прочее,Набор Кирпичики 12 деталей,4,550.0,0,0.0
685,429167,Пазлы,"Пазл Сортер - ассоциации ""Животные""",4,441.0,4,0.0
686,424640,Пазлы,"Пазл-сортер деревянный, ассоциации ""Найди пару"", животные, для малышей",4,441.0,6,0.0
687,419599,Прочее,"Бизиборд ""Учим цифры"" Три кота",4,1300.0,0,5.0
688,323120,Прочее,"Ксилофон / металлофон ""Улитка""",4,855.0,1,0.0
689,322655,Пазлы,"Сортер деревянный, пазл ""Дроби - квадраты"". Развивающая игрушка",4,390.0,5,5.0
690,304400,Прочее,"Погремушка Bondibon Baby You ""Дом, Шарики, Гриб"" 3 шт.",4,210.0,0,0.0
691,172414,Настольные и карточные игры,"Настольная семейная игра ""Прыгай мяч""",4,450.0,0,5.0
692,122557,Прочее,Игрушка-подвеска Bondibon Baby You Кот с колокольчиком,4,396.0,0,0.0
693,79876,Магнитные игры и одевашки,"Самолет, Магнитный констуктор",4,450.0,0,0.0
694,77966,Деревянные игрушки и шнуровки,Деревянная игрушка-стучалка с молотком,4,550.0,0,4.0
695,58561,Прочее,"Водный пистолет ""Водная Битва"" Bondibon, 17 см",4,90.0,0,0.0
696,56806,Прочее,Игровой набор для ванной,4,350.0,0,5.0
697,49049,Прочее,Набор для творчества DIY Бусины,4,390.0,0,0.0
698,46007,Прочее,"Набор для творчества Bondibon""Ёлочные украшения""",4,145.0,0,0.0
699,44858,Прочее,"День и Ночь, Логическая игра Bondibon",4,2500.0,0,0.0
700,30810,Прочее,Танграм в нежных тонах,4,399.0,0,0.0
701,13256,Магнитные игры и одевашки,"Магнитный конструктор ""Весёлые друзья""",4,580.0,0,5.0
702,12903,Деревянные игрушки и шнуровки,Деревянный конструктор. Большой набор.,4,800.0,0,5.0
703,10314,Деревянные игрушки и шнуровки,Пирамидка деревянная,4,210.0,0,0.0
704,6705,Деревянные игрушки и шнуровки,"Конструктор деревянный ""Цифры"", 53 детали",4,530.0,0,5.0
705,2465678,Пазлы,"Мялка - антистресс с пазлом Котики, Панда, Динозавр",3,329.0,56,0.0
706,2330053,Конструкторы,"Конструктор для девочек ""Замок принцессы""",3,1521.0,9,0.0
707,1999809,Настольные и карточные игры,Настольная игра-квест,3,703.12,56,0.0
708,1832554,Книги и обучающие материалы,"Альбом ""Мои школьные годы"", книга с карманами на 11 лет",3,990.0,0,0.0
709,1832538,Прочее,"Альбом для заполнения ""Интервью на каждый год. Твоя история взросления""",3,990.0,0,0.0
710,1607162,Пазлы,"Набор пазлов ""Транспорт""",3,225.0,17,0.0
711,938275,Магнитные игры и одевашки,"Мозаика магнитная ""Всякая всячина. Профессии""",3,408.59,7,0.0
712,844805,Деревянные игрушки и шнуровки,"Деревянный сортер, геометрические фигуры",3,558.0,10,0.0
713,703297,Прочее,"Набор для ванной с китом, игрушки, сетка",3,590.0,0,5.0
714,490766,Прочее,"Бизиборд ""Календарь"" 250 х 250 х 16 мм",3,699.0,0,0.0
715,490701,Прочее,"Бизиборд ""Лукоморье""",3,1350.0,0,0.0
716,453693,Прочее,"Бизиборд ""Солнечный День"" Алатойс",3,1550.0,0,5.0
717,453328,Прочее,"Бизиборд ""Теремок"" Алатойс",3,900.0,0,5.0
718,453208,Прочее,"Бизиборд ""Учим цвета и цифры""",3,1550.0,0,0.0
719,447181,Прочее,"Бизиборд ""Календарь природы""",3,1450.0,0,0.0
720,446973,Деревянные игрушки и шнуровки,"Деревянная игрушка-сортер ""Бабочка""",3,531.0,2,0.0
721,424605,Деревянные игрушки и шнуровки,"Деревянная игрушка Бизиборд ""Учим буквы"", серия ""Три кота"" от Алатойс",3,1350.0,0,5.0
722,416657,Деревянные игрушки и шнуровки,Деревянная игрушка Сортер 15,3,459.0,11,0.0
723,367316,Деревянные игрушки и шнуровки,Шнуровка  Три кота Азбука,3,450.0,0,5.0
724,367294,Деревянные игрушки и шнуровки,Деревянный конструктор Городок,3,1380.0,0,0.0
725,367276,Конструкторы,Конструктор Городок 23 детали окрашенный,3,730.0,0,5.0
726,323370,Прочее,"Балансир ""Зонтик""",3,550.0,0,0.0
727,304911,Магнитные игры и одевашки,"Магнитный конструктор Bondibon ""Магнитоформы"" 14 деталей",3,1050.0,0,0.0
728,265871,Прочее,"Набор для творчества ""Копилка-подарок. Коровка""",3,420.0,0,0.0
729,265837,Прочее,Набор для росписи Копилка-подарок Кошечка Bondibon,3,420.0,0,0.0
730,265822,Прочее,"Набор для творчества ""Копилка-подарок"" Свинья-Распрекрасница",3,420.0,0,5.0
731,234079,Пазлы,"Детские пазлы Bondibon Baby You ""Домашние питомцы""",3,330.0,0,0.0
732,234068,Пазлы,"Пазлы детские ""Транспорт"", Bondibon серия Baby You",3,330.0,0,0.0
733,159658,Книги и обучающие материалы,Игры на липучках BONDIBON. Цвета и формы,3,450.0,0,2.0
734,159654,Деревянные игрушки и шнуровки,Шнуровка  деревянная Bondibon Baby You,3,350.0,5,0.0
735,129014,Книги и обучающие материалы,"Игры и задания на логику, внимательность. Головоломки, Судоку, Логические игры для детей",3,750.0,2,0.0
736,116530,Настольные и карточные игры,"Весёлые матрёшки""- настольная игра BONDIBON",3,346.0,0,0.0
737,77341,Прочее,Компактные развивающие игры в дорогу САМЫЙ ВНИМАТЕЛЬНЫЙ!,3,300.0,0,0.0
738,45994,Прочее,Сборная 3D модель BONDIBON для раскрашивания с инерционным механизмом,3,112.0,0,0.0
739,44895,Прочее,Застенчивый кролик,3,2050.0,0,0.0
740,4024029,Прочее,Развивающий водный коврик чёрно-белые картинки для новорожденных,2,780.0,8,0.0
741,3412043,"Животные, фигурки и наборы",Энциклопедия детская. Забавные факты о теле человека. Забавные факты о животных. Тв. переп,2,390.0,8,0.0
742,3077132,"Кубики, мозаика и пирамидки",Аквамозаика Волшебники,2,499.0,17,0.0
743,3073230,"Кубики, мозаика и пирамидки",Алмазная мозаика на шкатулке с частичным заполнением,2,490.0,36,0.0
744,3064419,Книги и обучающие материалы,"Записная книжка / дневник / блокнот/ анкета для девочек и мальчиков на замочке А6, 50 л",2,410.0,68,0.0
745,2973589,"Животные, фигурки и наборы","Фигурка MARVEL, Мстители, коллекционная, 7 см",2,499.0,10,0.0
746,2761448,Пазлы,"Пазл Мистическое замок, подарок на Хэллоуин. Страшилки",2,269.0,18,0.0
747,2468673,Пазлы,Мялка - антистресс с пазлом Собачка / Песик и Единорог,2,369.0,38,0.0
748,2379849,Прочее,Развивающая игра для большой компании Танцуют все!,2,449.0,18,0.0
749,2209310,Пазлы,"Пазлы для малышей ""Собери свою зверюшку. Животные леса, Африки""",2,529.0,16,0.0
750,1528943,Настольные и карточные игры,"Логомозаика, звуки Р и Р, настольная игра Bondibon",2,600.75,3,0.0
751,1274298,Настольные и карточные игры,Игра настольная Клан Бро (жестяная коробочка),2,345.0,0,0.0
752,1034510,Настольные и карточные игры,Игра настольная Веселое Сафари (жестяная коробочка),2,380.0,0,0.0
753,1034420,Настольные и карточные игры,Настольная игра Купи слона в жестяной коробке,2,382.5,2,5.0
754,1034363,Настольные и карточные игры,Игра настольная Фан-фанты (жестяная коробочка),2,350.0,0,0.0
755,897716,Магнитные игры и одевашки,Игра магнитная Всякая всячина. Зоопарк 6 зверей,2,395.0,12,0.0
756,684813,Конструкторы,"Конструктор Капитан AUSINI, 2 в 1, 201 деталь",2,790.0,0,0.0
757,684790,Конструкторы,"Конструктор Капитан AUSINI, 2 в 1, 244 детали",2,100.0,0,5.0
758,490720,Прочее,"Бизиборд Алатойс ""Учим цифры""",2,1517.08,1,0.0
759,487893,"Кубики, мозаика и пирамидки","Пирамидка Счеты, 15 деталей",2,531.0,2,0.0
760,456784,Деревянные игрушки и шнуровки,Деревянная игрушка Мозаика Лучики от Алатойс,2,578.5,3,5.0
761,453801,Деревянные игрушки и шнуровки,"Деревянная игрушка - сортер ""Бабочка"" Алатойс",2,495.0,3,0.0
762,447104,Пазлы,"Деревянная игрушка Сортер-пазл, вкладыш ""Заяц, рыбка, корова, петух""",2,365.0,2,0.0
763,419169,"Кубики, мозаика и пирамидки","Логическая пирамидка ""Учимся считать""",2,636.09,14,0.0
764,367966,Прочее,Ксилофон Корова,2,855.0,1,0.0
765,367283,Деревянные игрушки и шнуровки,"Конструктор деревянный, детский, ""Городок""",2,863.59,2,0.0
766,304939,Магнитные игры и одевашки,"Магнитный конструктор Bondibon ""Магнитоформы"" 14 деталей",2,1050.0,0,0.0
767,138714,Настольные и карточные игры,"Настольная игра ""Найди противоположности""",2,444.99,1,0.0
768,138710,Пазлы,"Пазлы парные ""Кто и что ест?""- настольная игра для малышей от Bondibon",2,390.0,0,0.0
769,102678,Прочее,"Набор для творчества ""Копилка-подарок"" Кошечка.",2,450.0,0,0.0
770,39377,Настольные и карточные игры,МОРЕ В МЕШКЕ - Настольная игра (от 5 лет) от Bondibon,2,588.0,0,0.0
771,39376,Настольные и карточные игры,НОС в НОС - Настольная игра Bondibon,2,644.0,0,0.0
772,39315,Прочее,"Набор для творчества Bondibon""Ёлочные украшения"" (паровоз, снеговик, колокольчик, лошадка)",2,260.0,0,0.0
773,39267,Настольные и карточные игры,Лопни пузырь - Настольная игра Bondibon,2,285.0,0,0.0
774,39253,Магнитные игры и одевашки,Умные утки-Магнитная игра Bondibon для путешествий,2,620.0,0,0.0
775,4020500,Настольные и карточные игры,"Настольная игра на скорость Замурчательная рыбалка, развивающая, 62 карты, 5+",1,499.0,9,0.0
776,3428231,Книги и обучающие материалы,Книжка - игрушка с колёсами. Синий трактор. Транспорт,1,434.13,9,0.0
777,3402012,"Животные, фигурки и наборы","Книжка с окошками. Синий трактор. Домашние, дикие животные, Транспорт",1,299.0,33,0.0
778,3064728,Пазлы,"Подарочный набор, 3в1, ""Медвежонок Мэни"", картонная книга, пазл, игрушка",1,499.0,10,0.0
779,2559218,Книги и обучающие материалы,Развивающие чёрно-белые картинки для новорождённых. Книжка-бортик по методике Г. Домана,1,849.0,19,0.0
780,2206950,Мягкие игрушки и театр,"Мягкая игрушка из плюша ""Монстрик своими руками""",1,759.0,15,0.0
781,2203303,Деревянные игрушки и шнуровки,Трактор деревянная игрушка - шнуровка,1,249.0,34,0.0
782,1607182,Прочее,"Сортер ""Ёжик и трактор""",1,1035.0,3,0.0
783,1546047,Настольные и карточные игры,"Настольная игра ""Логомозаика. Звуки Р, Р и Л, Л""",1,675.0,4,0.0
784,1528955,Настольные и карточные игры,"Настольная игра ""Логомозаика. Звуки Ш и Ж""",1,667.5,3,0.0
785,1528908,Настольные и карточные игры,"Настольная игра BONDIBON ""Логомозаика. Звуки Л и Л""",1,600.75,4,0.0
786,925264,Настольные и карточные игры,Лото детское для малышей. Настольная игра для девочек,1,556.25,5,0.0
787,844817,Прочее,"Досочки ""Сегена""",1,765.0,3,0.0
788,694192,Магнитные игры и одевашки,"Магнитная мозаика ""Забавные зверюшки""",1,391.5,4,0.0
789,494348,Прочее,"Бизиборд ""Календарь"" от Алатойс",1,667.5,2,0.0
790,487998,Пазлы,Сортер деревяный Пазл Автомобили. Развивающая игрушка,1,365.0,7,0.0
791,456852,Прочее,"Металлофон ""Паровозик"" 7 планок",1,790.0,0,0.0
792,456812,Деревянные игрушки и шнуровки,"Деревянная игрушка - Сортер ""Фигуры",1,454.09,4,0.0
793,453768,Пазлы,"Пазл ""Транспорт"" Алатойс",1,365.0,8,0.0
794,452111,Пазлы,Деревянный Сортер Пазл Цифры. Учимся считать,1,585.0,7,0.0
795,446999,Деревянные игрушки и шнуровки,"Шнуровка ""Океан""",1,320.0,3,0.0
796,417007,Прочее,Сортер 17,1,441.0,6,0.0
797,352924,Прочее,"Бизиборд - сортер, часики",1,681.59,3,0.0
798,322470,Пазлы,Пазл Дроби-круги,1,320.0,8,0.0
799,78734,Прочее,"Мозайка ""Веселые мордашки""",1,690.0,0,0.0
800,77347,Творчество и рукоделие,"Французские опыты Науки с Буки BONDIBON, н-р мылов-я Маленькое чудо. Мыло пончик",1,590.0,0,0.0
801,77333,Настольные и карточные игры,Детективы - настольная обучающая игра Bondibon,1,599.0,0,0.0
802,77310,Прочее,"Логическая игра Bondibon ""Камелот""",1,1950.0,0,0.0
803,46071,"Кубики, мозаика и пирамидки","Конструктор-мозаика 129 дет.,Воndibon,  серия ""Папины дети"", ВОХ 25,5х7,8х25,5 см.",1,660.0,0,0.0
804,45714,Настольные и карточные игры,Обучающие игры Bondibon Настольная игра ДЕТЕКТИВЫ,1,599.0,0,0.0
805,4022592,Настольные и карточные игры,"Настольная игра Дом бобра, развивающая, 5+",0,549.0,10,0.0
806,3872796,Книги и обучающие материалы,Книга Правда или нет? Мир животных,0,199.0,40,0.0
807,2737040,Прочее,Развивающий набор Навыки XXI века. Я учусь придумывать,0,239.0,50,0.0
808,2334488,"Животные, фигурки и наборы","Конструктор ""Комната принцессы"", 2 фигурки, 282 детали",0,999.0,5,0.0
809,2202652,Прочее,Светящийся вертушек вертолётикс рогаткой,0,129.0,0,0.0
810,1607082,Книги и обучающие материалы,"Интерактивная азбука ""Буквы и слоги""",0,1518.0,13,0.0
811,1607054,Прочее,"Танграм ""Тетрис""",0,681.59,21,0.0
812,1559949,Пазлы,"Настольная детская игра ""Логопазлы. Парные согласные В-Ф, Б-П"" 2 в 1",0,998.76,18,0.0
813,1547484,Прочее,"Нарукавники для плавания, оранжевые, 3-6 лет",0,299.0,0,0.0
814,1546092,Настольные и карточные игры,"Настольная игра ""Логомозаика звуки З, З И С, С"" Играй Думай Учись Bondibon",0,675.0,5,0.0
815,539363,Прочее,"Бизиборд ""Часики"" + времена года и дни недели",0,1426.0,3,0.0
816,507026,Прочее,Нарукавники Морской приятель 19х19см 3-6 лет,0,250.0,0,0.0
817,452401,Деревянные игрушки и шнуровки,"Детская развивающая игрушка деревянная Бизиборд ""Шестерёнки""",0,990.0,2,0.0
818,447077,Пазлы,"Сортер деревяныый Пазл - вкладыш ""Океан""",0,365.0,10,0.0
819,414763,Настольные и карточные игры,"Игра Мемори ""Овощи""",0,365.0,0,0.0
820,37724,Прочее,Набор для игры в песочнице,0,380.0,0,0.0
821,32298,Конструкторы,"Конструктор ""Дерево""",0,750.0,0,0.0
822,30786,Прочее,Детские кегли ПИРАТЫ,0,350.0,0,0.0
