rank,seller_id,title,slug,products_seen
445,69950,I Tisha,itisha,18
446,63111,"Прицеп-маркет ""ARBA""",pricep-market-arba,18
447,46568,Томи,tomi,18
448,14111,РЫЖИЙ КОТ,ryzhiykot,18
449,59644,Тэти,teti,18
450,40971,Fidget Toys,ftoys,18
451,13925,Детские радости,detskieradosti,18
452,27598,Goods 4 you,goods4u,18
453,19246,RUTOYS,rutoys,18
454,50960,АССОРТИ-МАРКЕТ,assorti-market,18
455,43399,GADGET MANIA,gadgetmania,18
456,79253,Канц_Б-си,kansbsi,18
457,40895,Marchello-Gulli,marchello-gulli,18
458,34523,Top-Home,los-angeles,18
459,5107,Шёлковый путь,put,18
460,3833,Эврика,evrika,18
461,50587,Liveseyy,liveseyy,17
462,22629,FOR YOUR HOME,fyh,17
463,28988,STAD Family,stad,17
464,24497,Easy_toys,easytoys,17
465,76895,Детское щастье Share Achive,detmags,17
466,41323,Игромирушка,igro-mirushka,16
467,86229,VEGAMAX,vegamax,16
468,20474,Малыш,nynechka,16
469,43199,Калинка,kalimka,16
470,72398,NatalyaMarket,natalyamarket,16
471,36103,ДЕТСКИЙ МАРКЕТ,detskiymarket,16
472,87257,Детское Время,kids-time,16
473,4277,Kado ,kado,16
474,23270,ТРЕНДОВЫЙ №1,trendovy-1,16
475,21942,RusShop,russhop,16
476,15674,ВЕСНА,vesnaa,16
477,13231,Forward,shopforward,16
478,69707,В мире игрушек,igrushkigde,16
479,13540,LK&OK,lk-ok,16
480,20370,РЕДЕМ,redem,16
481,32678,MassaGooD,massagood,16
482,62763,АКУЛА,akyla,15
483,78920,Just because,justbecause,15
484,34488,Tima_shop,timash,15
485,78635,_Everest_ - _Эверест_,tydasi,15
486,11224,BEST BABY,bestbaby,15
487,29958,Праздник / Festive,festive,15
488,78041,Fashion Sense (Чувство моды),fashonsense,15
489,68009,Animafia,1122332211,15
490,4429,МОЙЗИ,moysey,14
491,2408,Kids ZONE,kidszone,14
492,39968,"ООО ""Смарт""",educa,14
493,6310,LeluToy,lelutoy,14
494,53962,Детская,detskaya,14
495,79791,ChildrensHappiness,childrenshappiness,14
496,72027,Н.Т&Л,htl,14
497,17483,Red Star,redstar,14
498,24371,Ависта,master-spets,14
499,20491,Стрессоустойчивый,nostress,14
500,7290,Mommy and Me,mommyandme,14
501,85010,Радость и счастье,radost-i-schaste,14
502,43475,Лаборатория электронных самоделок,edl,14
503,40281,MAGIC TOYS,magictoys,14
504,59319,$HandMade$,hm02,14
505,77118,MAGNETICUS,magneticus,14
506,14533,MalinA,malina-express,14
507,77995,Акварель,akvarel,14
508,78720,Трикотаж Натали,natali-ru,14
509,19483,leg.toys,legtoys,14
510,15850,Эл.СуперМагн,zinatullina,13
511,26411,Ирис,iriskosmetic,13
512,33709,Toy story,toystory,13
513,71275,Childhood pro,childhoodpro,13
514,40407,Vasilek,vasilek,13
515,13674,Пчелка Ло-Ло,beelolo,13
516,81262,Легенда,leqenda,13
517,21565,Матрешка,matryoshka,13
518,81897,"То, что нужно Вам!",9173592149,13
519,14348,ДоскаБильгоу,doskabilgou,12
520,27272,Радуга игрушек,radugaigrushek,12
521,69118,КрохиШоп.,kroxishop,12
522,1177,Сюрприз,insta-surprisedshariki,12
523,28102,Забавные детки,funby,12
524,9409,Морковка toys,morkovka-toys,12
525,17329,Babyfun-1,babyfun-1,12
526,23259,"Детский магазин ""Катюша""",katusha,12
527,15358,Toyshop,toyshop,12
528,81793,Дружище,friendie,12
529,25405,2FOXES,2foxes,12
530,33315,Gamernia,gamernia,12
531,75482,Welly,welly1,12
532,18816,Мир игрушек №1,9999,12
533,34522,Eto_toysiki,etotoysiki,12
534,36678,Остров Детства,ostrovdetstva,12
535,19979,HOME LAVKA,homelavka,12
536,27735,Kitty,little-kat,12
537,1543,Две мартышки,monkey,12
538,26233,ИмперияКанц,imperiyakanc,12
539,37710,МИР ЗАБОТ,mirzabot,12
540,35935,Игрушки развивашки,igrushkirazvivashki,12
541,57867,SHOP EF,shopef,12
542,31162,HANDIWORK,handiwork,12
543,19128,POP IT SHOP,popitshop,12
544,17902,CUTE SHOP,cuteshop,12
545,17435,Gamecuber,gamecuber,12
546,28524,TWINS CLOTHES,babyclo,12
547,21658,LICHI,lichi,12
548,72956,Знание-сила,555-555,12
549,7779,Промокод,promokod,12
550,29603,Липландия,liplandia,12
551,81913,РАНТ трейд FBS,fbs-rant,12
552,24749,Альянс-швейная фурнитура,aliance,12
553,21830,ZobbiStore,191186mark-030889,12
554,79639,Pinky Promise,pinkypromise,12
555,25687,ТИГРА,tigra,12
556,43188,МАЛИНКИ,malinki,12
557,38594,МылкоШа,mylkosha,12
558,846,*Лапушки* - вязаный мир для малышей,lapyshki,12
559,33913,"Детские игрушки для развития ""Live Baby""",livebaby,12
560,81255,ANKIBET,ankibet,12
561,17607,P-A-N-D-A,p-a-n-d-a,12
562,233,GolD CoiN,gold-coin,12
563,79461,STREFFOS,streffos,12
564,80,ALI store,alistore,12
565,74124,TavernOfThings,tavernofthings,12
566,83622,LIVVI,livvi,12
567,66937,Sunlion,sin,12
568,23178,Trust Shop,trust,11
569,81993,Glamyyyy,glamyyyy,11
570,28487,techno_room,technoroom,11
571,334,Luna,luna,11
572,35301,Планета Вещей,2283,11
573,2177,Умный ляль,umnyilal,10
574,65794,Мои Деревянные Пазлы,derevopazlu,10
575,84366,little_things,little-things,10
576,74954,AmurBabyMarket,amurbabymarket,10
577,21133,Mapacha,mapacha,10
578,25960,ИГРОЛЭНД,igrolend,10
579,14334,Disney Market,disneymarket,10
580,71432,СТМ,mmstm,10
581,2476,AlisaBit,alisa-bit,10
582,27158,Элиса,elisa,10
583,26384,Щенок,dog,10
584,68876,РАКЕТКА,raketka,10
585,20148,Детские Товары со Знаком Plus,plusnew,10
586,48651,Робо Конструктор,robodesigner,10
587,55895,Best Toy,besttoy,10
588,7357,Arolan Kids,arolankids,10
589,77467,ТВОЙ ШОП,tvoyshop,10
590,20276,AliliA kids,aliliakids,10
591,71087,Хевель,hevel,10
592,25646,"Фабрика деревянных игрушек ""КубиГрад""",kubigrad,10
593,36462,EcoPazl,ecopazl,10
594,24226,RaLiToys,rallitoys,10
595,33952,My Baby Love,mybabylove,10
596,12072,Мир детства,children,10
597,43250,Родионова Наталья,rodioovaknit,10
598,53026,ВРЕМЯ- ДЕТСТВО,time-deti,10
599,3737,Уют Дома,yuterra,10
600,75357,Somebox,somebox,10
601,22416,ИП Иванова Ирина Алексеевна,ivanovairinaalekseevna,10
602,85273,Плутус,plutusshop,10
603,21358,Ava Art,avaart,10
604,25598,MIR DETSTVA,mirdetstva,10
605,15348,Anvar,anvar,10
606,49470,Мистер Деревяшкин,derevjchkin,10
607,80703,"Развивашки, подарки, и игрушки_Б-си",razwbwitije,10
608,28354,ОК-Маркет,okm,10
609,21143,LineShop,lineshop,10
610,71014,Tami_toyss_tmz,tami-toys-tmz,10
611,126,GRAND-BOX,grand-box,10
612,18236,Cyber Tech,cybertech,10
613,15122,ЛИЛЛО,lillo,10
614,40215,ДаВита,davita,10
615,82458,KyZZma,kyzzma,10
616,1268,Smileshop,smile,10
617,30470,"ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ЕРМАГ""",ermag23,10
618,20344,POPTOYS,poptoys,10
619,26623,Smart Best,0116,10
620,3439,TianaKids,tianakids,10
621,45012,KZprod,kzprod,10
622,70010,Sale-Master,sale-master,10
623,72289,Хороший год,horoshiygod,10
624,10369,KNOPA,knopatoys,9
625,24996,ПодарокЭкспресс,podarokexpress,9
626,52162,Детский mix,detmix,9
627,53937,joy-venga,joyvenga,9
628,24146,Makaroff,makaroff,9
629,73695,Trendifу,trendify,9
630,39010,Honey Bunny,honeybunny,9
631,10858,BAMBINI,bambini,9
632,18898,No stress,no-stress,9
633,80224,T&K TEKO,teko77,9
634,18136,VITA UDIN,vita-udin,9
635,82843,Мой_Мир,mmoymir,9
636,65242,Magic Case,magic-case,9
637,76112,Аксессуары%1,acsess1,9
638,2417,ТАРГЕТ,remaxkazan,9
639,28577,CHO CHO,cho-cho,9
640,22897,BarDuck,barduck,9
641,42081,Vallu,vallu,8
642,27968,КАРТОФАН,kartofan,8
643,15630,Жирафики,zhirafy,8
644,70947,Везучий малыш,lucky-kid,8
645,36019,Милимон,milimon,8
646,36170,Дарите радость!,daryte,8
647,9299,ХАB.ZE,xabze,8
648,69533,Naffany,naffany,8
649,13817,IGROLAND,igroland,8
650,40759,АККУЛА,akkyla,8
651,1016,Happyland,happyland,8
652,33156,MIRABELLA,mirabella,8
653,35107,ДЕТСКИЕ ИГРУШКИ НОМЕР 1,igrushkinomer1,8
654,22969,GRANAT_KIDS,granatkids,8
655,76079,TM PitStop,tmpitstop,8
656,18171,Ля-ля-лэнд,detka,8
657,36710,BabyBest,babybest,8
658,41071,Игрушечный мир,igrushekmir,8
659,22940,ИгроХозМаг,8899,8
660,17570,Первый-кукольный.рф,firstdollhouse,8
661,76135,BRIO,brio,8
662,66969,N&$,ns2023,8
663,37433,ProToys,protoys,8
664,78285,S&M market,smmarket,8
665,69739,Flowers bows,2643,8
666,16816,ЭВРИКА подарки и удивительные вещи,evruka,8
667,10357,Магазин GFPOWER,gfpower,8
668,24773,store A&I,storeai,8
669,29229,Лавка Творчества,lavka-hobby,8
670,54439,Жизнь в творчестве!,lifeincreativity,8
671,43364,Miki Klaus,mikiklaus,8
672,3467,Lisia for_you,alisia,8
673,57502,Ekaterina Trend,ekaterinatrend,8
674,10299,Хозник,hoznik,8
675,81131,KWAAKS,kwaaks,8
676,34838,товары для дома номер 1,121199,8
677,28119,Ninco,ninco,8
678,34976,HOME MAGAZIN,home-magazin,8
679,34980,ZamZiaLife,zamzialife,8
680,38352,Коробочка_Радости (Joy_Box),joyboxshop,8
681,16764,100000 мелочей,meloch,8
682,8289,Радио-Точка.РФ,radio-tochka,8
683,65313,BashToy,httpsvkcombashtoy,8
684,71193,Razvivashka12,razvivashka12,8
685,30546,ШКОЛО_Вед,schoolved,8
686,77424,РАЗВИВАШКИ ДЛЯ ДЕТЕЙ - ЕГОЗА,egoza-brain,8
687,17998,А - аксессуары,accessories-a,8
688,79637,Звездный отряд,zvezdnyyotryad,8
689,42933,STA FAMILY,stafamily,8
690,4562,Baby Klad,babyklad,8
691,22960,МегаРокс,megarox,8
692,67506,SULTANOV.RU,sultanovstore,8
693,2753,Youth Trend shop,ytshop,8
694,76461,Все нужное Вам,happy777,8
695,22646,BigMarketRu,bigmarketru,8
696,14456,Eliswood,eliswood,8
697,48164,BEST DEPOT,bestdepot,8
698,67129,Skinbeauty,skinbeauty,8
699,81530,Территория Комфорта,terr-komforta,8
700,81389,Найдется Всё,magnit-seller,8
701,43847,Аккош,akkoshtoys,8
702,17346,Центр товаров для всей семьи,centralniy,7
703,25670,Elecтроника и прочее,electro1nik,7
704,11606,MiMi Kids,mimikids,7
705,26717,Perfomance,perfomance,7
706,43121,*Happy Kids*,heppykids,7
707,3856,Holy Day,holyday,7
708,1516,Family Room,familyroom,7
709,76466,Мемограм,memogram-games,7
710,49595,Baraka Trade,barakattrade,7
711,3237,Wood Style,woodstyle,6
712,371,TATGEAR,tatgear,6
713,21820,MAGIALAZERA,magialazera,6
714,26996,KLADOVOCHKA,kladovochka,6
715,48787,"ДЕТСКИЙ МИР - магазин детских товаров, развивающих игр и игрушек.",detskijmir,6
716,32216,Ижевская фабрика игрушек,httpswwwinstagramcomizhevskieigrushkihlru,6
717,69388,Фабрика качества,fabrikakachestva,6
718,9435,Все для спорта и не только,sportturizm,6
719,34020,Kids IQ,kidsiq,6
720,80642,Live style,livestyle,6
721,83385,ВЕНЕЦИАНО,veneziano,6
722,54209,LALA KIDS,lalakids,6
723,15695,Jujui,jujui,6
724,596,Zebra,ortoped-116,6
725,24367,С миру по нитке,pryazha,6
726,46854,Гарипули,garipuli,6
727,16777,Just shop,justshop,6
728,58431,Alfa Studio,alfastudio,6
729,37357,ShopOfHelen,shopofhelen,6
730,23140,Лучший выбор,thebestchoice,6
731,361,Ай-Арзан,taraf,6
732,37829,Baby Timka,babytimka,6
733,37686,Cеверное сияние,severnoesiyanie,6
734,63615,Gleam&Glam,gleamglam,6
735,5787,ТиМа Kids Play,timakidsplay,6
736,45057,ИГРОМИРНЫЙ,igromirniymagazin,6
737,30964,"Детский магазин ""Мир игрушек""",mirigrushek-kids,6
738,37726,Magic things,magicthings,6
739,40698,G_Market,gmalll,6
740,27003,Bambino Shop,bambinoshop,6
741,3746,CarKit,carkit,6
742,2491,Waitomo,waitomo,6
743,16976,GoldPanda,goldpanda,6
744,25652,FAROhome,farohome,6
745,356,Agifta,agifta,6
746,73003,SHARM SHOP,sharmshop,6
747,14980,экономь,iconom,6
748,36262,Образ жизни,lifean,6
749,44924,TREND MAG,trendmag2003,6
750,15810,BABY LOFT,babyloft,6
751,45353,CENT,cent,6
752,6057,Ассорти - все что нужно,assorti-vs-23,6
753,42586,Constance,constance,6
754,32665,Все для дома и быта,vcedlyazhizni,6
755,11930,FamilyGoods,familygoods,6
756,73727,My Fuzzy Friends,myfuzzyfriends,6
757,81129,Mystery Ballerz,mysteryballerz,6
758,25072,Домовёнок,domovenok1,6
759,18912,WOODY,podarkimalisham,6
760,13843,КИНДЕР-ЧИТАТЕЛИ,kinder-readers,6
761,22787,ОПТОРИНГ,optoring,6
762,31102,Медовик,medovik,6
763,53702,Коробочка,korobochka,6
764,76475,KidsToyShop,kidstoyshop100,6
765,45551,Smart Baby,smartbaby,6
766,25389,KidsJoy,kidsjoy,6
767,73608,Glo-Up Girls,glo-upgirls,6
768,44179,Dolodom_Official,dolodomofficial,6
769,27324,Veidi Toys,veiditoys,6
770,30094,Плюшевый мир - магазин мягких игрушек,plushmir,6
771,3406,Красота и Порядок,kip,6
772,25144,Cortez Company,cortezcompany,6
773,27152,aGme,agme,6
774,22627,INNU,innu,6
775,12355,Energy Life,energylife,6
776,13403,Головоломки,dri,6
777,69747,Прямой Контракт - Официальный магазин,dcontract,6
778,16922,A.M.A Dream,amadream,6
779,4133,Umnica toys,umnicatoys,6
780,69333,Тионис,tionis,6
781,55544,Mr. House,mrhouse,6
782,6206,ОтЛиЧнИк,kt,6
783,13667,РосЗетка,roszetka,6
784,19789,ДетМаг,children-shop,6
785,74333,Master IQ²,tmmasteriq,6
786,8417,ПИФАГОР,pifagor,6
787,58221,ArtMane,artmane,6
788,24657,Четыре глаза Татарстан,http4glaza-tkru,6
789,10931,"Канцтовары в школу, офис и подарки ""КанцЛэнд""",kancland,6
790,27276,Жу-Жа,21262409,6
791,65330,ИЗДАТЕЛЬСТВО АЙРИС-ПРЕСС,airispress,6
792,49913,Для детского творчества,dlyadetey,6
793,26002,Экият_store,ekiyat-store,6
794,75381,Горошек,goroshekland,6
795,13844,Shurum Burum,shurumburum,6
796,39877,Regin_toys,regin-toys,6
797,37372,ЭМИЛЕК,likelim,6
798,13866,Krasotka-ya,krasotka-ya,6
799,26119,ГНУ/Линуксцентр,linuxcenter,6
800,4565,house holding,householding,6
801,37833,AnotherStore,anotherstore,6
802,81514,ТМ Paw Patrol,pawpatrolbrand,6
803,83620,Идея и точка,6003988,6
804,22194,How to Home,hth,6
805,43119,NVHome,nvhome,6
806,22385,Keelife,keelife,6
807,14330,СТЕЛЛАЖИМ,stellazhim,6
808,39013,Polly Toys,pollytoys,6
809,31220,Товары для детей,allforkids,6
810,21714,SIVOLAP OLGA,olga,6
811,80662,MIEGO IGRUSHKI,miegoigrushki,6
812,20891,Мир подарков,maygli,6
813,19397,Популярные игрушки,poptous,6
814,81303,CrazyToys,crazytoys,6
815,347,Beautiful Angel,beautifulangel,5
816,74354,ДомСнаб,domsnab,5
817,17239,fun4kids,fun4kids,5
818,16687,Arinka mandarinka,arinkamandarinka,5
819,40079,ВЕЛЕС.,velec,5
820,37811,-P&M-,p-and-m,5
821,27798,HobbyLand,hobbyland,5
822,46363,KIDS PRO,kidspro,5
823,25590,KLOS-MATROS,klos-matros,5
824,46190,1000 нужных вещей,1000nv,5
825,39091,Razzzrabotki,sima-land013,5
826,78372,OSTARA,ostara,5
827,35039,Топ Маркет,top-market,5
828,11746,КАЗАН ЗОО,kzoo,5
829,62780,BAZAR.TOYS,bazartoys,5
830,79500,The Every Home,theeveryhome,5
831,74026,SevensTree,seven,4
832,9872,Raduga Kids🌈,radugakids,4
833,25069,BabyBoss,bbtoysru,4
834,8927,molmaxwood-toys,molmaxwoodtoys,4
835,36433,Деревянные бочонки,woodenkegs,4
836,30956,ProstoPodari,prostopodari,4
837,12450,TroPikanta,tropikanta,4
838,691,World of Wonderfull,wonderfull,4
839,36515,Rich Baby,blondos,4
840,24091,Happy Babу,happybab,4
841,19818,"Oh, happy baby!!",ohapybaby,4
842,12040,Tati Toys,tatitoys,4
843,43612,INZI,inzi,4
844,17004,ФИНДЛЕЙ,find,4
845,874,AKUNA,akuna,4
846,21929,My Family,myfamily,4
847,36822,Naruto anime,narutosaske,4
848,20922,Берилл,berill,4
849,16951,Albedo,albedo,4
850,8625,Kids Store,kidsstore,4
851,37247,Луна,luna1,4
852,79634,Snatcher Gun,snatchergun,4
853,31874,Волшебный ларец,ailove,4
854,67064,Улица игрушек,toystreet,4
855,25113,Лучшая Цена,bestorder,4
856,14479,AkToys,aktoys,4
857,15654,Пламенный мотор,plamennyymotor,4
858,19917,DANILOV,danilov,4
859,33246,На РАДОСТЬ всем,8984,4
860,19538,Магазин детских игрушек СОЛНЫШКО,solnyshko,4
861,75055,Клёвый,klev012,4
862,47992,CuteToys,cutetoys,4
863,55147,Chinchilla,chinchilla,4
864,57316,АРТОФ,art99,4
865,7417,Приглашаем в сказку,y-skazki,4
866,26475,Little dream,little,4
867,80558,Fisher Price,fisherprice,4
868,70817,Детский магазин игрушек “Мир фантазии”,fantasyworld1,4
869,36726,Товары ручной работы,miracle-shop,4
870,7743,FBoom,fboom,4
871,49515,Baby-буль,baby-bul,4
872,1569,SAVA,savashop,4
873,52759,Дом /быт,baby52,4
874,71269,Галактика Игр,galaxygame,4
875,11218,Carrera,carrera,4
876,14114,HEY SISTER,heysister,4
877,26172,Сундук,sundukshop,4
878,20908,Arslan Shop,arsshop,4
879,20451,S-CLUB,sale-club,4
880,26678,ToyForYou,tofy,4
881,24346,БЕРУ!,dailyshopping,4
882,31734,RU RU,rurushop,4
883,40850,Sun Glare,sunglare,4
884,34590,Merry Moments,merrymoments,4
885,74085,LESA_child,lesachildshop,4
886,30606,НазарЪ,nazar,4
887,48106,RED PRICE,redprice,4
888,7619,Joko,joko,4
889,72767,Litthings,litthings,4
890,35384,TOYSTORE - магазин интересных игрушек,toystorekzn,4
891,21996,S - TEKS,s-teks,4
892,69597,MAA,maa,4
893,58866,AERshop,aershop,4
894,13634,Babylife,babylife116,4
895,35088,Unicorn House,unicorn-house,4
896,14469,Кмаркет,kindermag,4
897,60416,Quick Brick,quickbrick,4
898,42,In Style,instyle,4
899,24470,Колибри-АРТ,kolibri-art,4
900,15780,SVDor,svdor,4
901,2276,Деревянные конструкторы Жива,zhiva,4
902,84598,Home Haven,home-haven,4
903,76871,Про Сон,pro-son,4
904,78628,Disa-Shop,disa-shop,4
